"ratID","des_days","joint","cycle","data"
"rat22",1,"hip",22,30.7845040480229
"rat22",1,"hip",38,33.0652862591272
"rat22",1,"hip",44,25.0234894301396
"rat22",1,"hip",52,32.8793712755589
"rat22",1,"hip",54,26.1108112554049
"rat22",1,"hip",65,29.254836287005
"rat22",1,"hip",72,26.4664242283116
"rat22",1,"knee",3,32.2036543468604
"rat22",1,"knee",6,30.007390008638
"rat22",1,"knee",7,32.0944964532296
"rat22",1,"knee",9,30.9404991103485
"rat22",1,"knee",13,30.0322062926671
"rat22",1,"knee",14,29.542773710194
"rat22",1,"knee",15,35.8630869829485
"rat22",1,"knee",16,30.8828204412239
